,Date,Confirmed,Deaths,Mortality Rate
Sudan,04-13-2020,29.0,4.0,13.793103448275861
Syria,04-13-2020,25.0,2.0,8.0
Eswatini,04-13-2020,15.0,0.0,0.0
Saint Lucia,04-13-2020,15.0,0.0,0.0
Fiji,04-13-2020,16.0,0.0,0.0
Namibia,04-13-2020,16.0,0.0,0.0
Malawi,04-13-2020,16.0,2.0,12.5
Dominica,04-13-2020,16.0,0.0,0.0
Mongolia,04-13-2020,17.0,0.0,0.0
Libya,04-13-2020,26.0,1.0,3.8461538461538463
Zimbabwe,04-13-2020,17.0,3.0,17.647058823529413
Laos,04-13-2020,19.0,0.0,0.0
Angola,04-13-2020,19.0,2.0,10.526315789473683
Maldives,04-13-2020,20.0,0.0,0.0
Equatorial Guinea,04-13-2020,21.0,0.0,0.0
Mozambique,04-13-2020,21.0,0.0,0.0
Antigua and Barbuda,04-13-2020,23.0,2.0,8.695652173913043
Chad,04-13-2020,23.0,0.0,0.0
Belize,04-13-2020,18.0,2.0,11.11111111111111
Liechtenstein,04-13-2020,79.0,1.0,1.2658227848101267
Monaco,04-13-2020,93.0,1.0,1.0752688172043012
Madagascar,04-13-2020,106.0,0.0,0.0
Bolivia,04-13-2020,330.0,27.0,8.181818181818182
Nigeria,04-13-2020,343.0,10.0,2.9154518950437316
San Marino,04-13-2020,356.0,35.0,9.831460674157304
Malta,04-13-2020,384.0,3.0,0.78125
Jordan,04-13-2020,391.0,7.0,1.7902813299232736
Taiwan*,04-13-2020,393.0,6.0,1.5267175572519083
Honduras,04-13-2020,397.0,25.0,6.297229219143577
Mauritius,04-13-2020,324.0,9.0,2.7777777777777777
Kyrgyzstan,04-13-2020,419.0,5.0,1.1933174224343674
Uruguay,04-13-2020,480.0,8.0,1.6666666666666667
Burkina Faso,04-13-2020,497.0,27.0,5.432595573440644
Niger,04-13-2020,529.0,12.0,2.2684310018903595
Ghana,04-13-2020,566.0,8.0,1.4134275618374559
Costa Rica,04-13-2020,612.0,3.0,0.49019607843137253
Cote d'Ivoire,04-13-2020,626.0,6.0,0.9584664536741214
Lebanon,04-13-2020,632.0,20.0,3.1645569620253164
Albania,04-13-2020,467.0,23.0,4.925053533190578
Guinea,04-13-2020,319.0,0.0,0.0
West Bank and Gaza,04-13-2020,308.0,2.0,0.6493506493506493
Djibouti,04-13-2020,298.0,2.0,0.6711409395973155
Trinidad and Tobago,04-13-2020,113.0,8.0,7.079646017699115
Cambodia,04-13-2020,122.0,0.0,0.0
Mali,04-13-2020,123.0,10.0,8.130081300813007
Rwanda,04-13-2020,127.0,0.0,0.0
Brunei,04-13-2020,136.0,1.0,0.7352941176470588
El Salvador,04-13-2020,137.0,6.0,4.37956204379562
Paraguay,04-13-2020,147.0,6.0,4.081632653061225
Guatemala,04-13-2020,156.0,5.0,3.205128205128205
Venezuela,04-13-2020,189.0,9.0,4.761904761904762
Kenya,04-13-2020,208.0,9.0,4.326923076923077
Sri Lanka,04-13-2020,217.0,7.0,3.225806451612903
Congo (Kinshasa),04-13-2020,235.0,20.0,8.51063829787234
Vietnam,04-13-2020,265.0,0.0,0.0
Georgia,04-13-2020,272.0,3.0,1.1029411764705883
Montenegro,04-13-2020,274.0,3.0,1.094890510948905
Kosovo,04-13-2020,283.0,7.0,2.4734982332155475
Senegal,04-13-2020,291.0,2.0,0.6872852233676976
Algeria,04-13-2020,1983.0,313.0,15.784165405950578
Greece,04-13-2020,2145.0,99.0,4.615384615384616
Nepal,04-13-2020,14.0,0.0,0.0
Argentina,04-13-2020,2208.0,97.0,4.393115942028985
Peru,04-13-2020,9784.0,216.0,2.2076860179885527
India,04-13-2020,10453.0,358.0,3.424854108868267
"Korea, South",04-13-2020,10537.0,217.0,2.0594096991553577
Ireland,04-13-2020,10647.0,365.0,3.4281957358880435
Sweden,04-13-2020,10948.0,919.0,8.394227256119839
Israel,04-13-2020,11586.0,116.0,1.0012083549110995
Austria,04-13-2020,14041.0,368.0,2.620895947582081
Portugal,04-13-2020,16934.0,535.0,3.1593244360458255
Russia,04-13-2020,18328.0,148.0,0.8075076385857703
Egypt,04-13-2020,2190.0,164.0,7.488584474885844
Canada,04-13-2020,25680.0,780.0,3.0373831775700935
Switzerland,04-13-2020,25688.0,1138.0,4.430084085954531
Netherlands,04-13-2020,26710.0,2833.0,10.606514414077123
Belgium,04-13-2020,30589.0,3903.0,12.759488705090066
Turkey,04-13-2020,61049.0,1296.0,2.122884895739488
Iran,04-13-2020,73303.0,4585.0,6.254859964803623
China,04-13-2020,83213.0,3345.0,4.01980459783928
United Kingdom,04-13-2020,89570.0,11347.0,12.66830411968293
Germany,04-13-2020,130072.0,3194.0,2.4555630727597024
France,04-13-2020,137875.0,14986.0,10.86926563916591
Italy,04-13-2020,159516.0,20465.0,12.829434037964843
Spain,04-13-2020,170099.0,17756.0,10.438626917265829
US,04-13-2020,580619.0,23528.0,4.052227019784058
Ecuador,04-13-2020,7529.0,355.0,4.715101607119139
Chile,04-13-2020,7525.0,82.0,1.089700996677741
Brazil,04-13-2020,23430.0,1328.0,5.66794707639778
Poland,04-13-2020,6934.0,245.0,3.533314104413037
Czechia,04-13-2020,6059.0,143.0,2.3601254332398085
Pakistan,04-13-2020,5496.0,93.0,1.6921397379912666
Saudi Arabia,04-13-2020,4934.0,65.0,1.31738954195379
Philippines,04-13-2020,4932.0,315.0,6.386861313868613
Malaysia,04-13-2020,4817.0,77.0,1.5985052937512976
Mexico,04-13-2020,4661.0,296.0,6.350568547521991
Indonesia,04-13-2020,4557.0,399.0,8.755760368663594
United Arab Emirates,04-13-2020,4521.0,25.0,0.5529750055297501
Serbia,04-13-2020,4054.0,85.0,2.096694622594968
Australia,04-13-2020,6351.0,61.0,0.9604786647772005
Grenada,04-13-2020,14.0,0.0,0.0
Qatar,04-13-2020,3231.0,7.0,0.2166511915815537
Dominican Republic,04-13-2020,3167.0,177.0,5.588885380486264
Ukraine,04-13-2020,3102.0,93.0,2.998065764023211
Finland,04-13-2020,3064.0,59.0,1.925587467362924
Belarus,04-13-2020,2919.0,29.0,0.9934909215484755
Singapore,04-13-2020,2918.0,9.0,0.3084304318026045
Colombia,04-13-2020,2852.0,112.0,3.9270687237026647
Thailand,04-13-2020,2579.0,40.0,1.5509887553315238
Japan,04-13-2020,7370.0,123.0,1.6689280868385348
Luxembourg,04-13-2020,3292.0,69.0,2.0959902794653704
Denmark,04-13-2020,6513.0,285.0,4.375863657300783
South Africa,04-13-2020,2272.0,27.0,1.1883802816901408
Romania,04-13-2020,6633.0,331.0,4.990200512588572
Norway,04-13-2020,6603.0,134.0,2.029380584582765
Nigeria,04-14-2020,373.0,11.0,2.949061662198391
Kosovo,04-14-2020,387.0,8.0,2.0671834625323
Taiwan*,04-14-2020,393.0,6.0,1.5267175572519083
Malta,04-14-2020,393.0,3.0,0.7633587786259541
Jordan,04-14-2020,397.0,7.0,1.7632241813602016
Honduras,04-14-2020,407.0,26.0,6.388206388206388
Kyrgyzstan,04-14-2020,430.0,5.0,1.1627906976744187
Albania,04-14-2020,475.0,24.0,5.052631578947368
San Marino,04-14-2020,371.0,36.0,9.703504043126685
"Korea, South",04-14-2020,10564.0,222.0,2.101476713366149
Burkina Faso,04-14-2020,528.0,30.0,5.681818181818182
Niger,04-14-2020,570.0,14.0,2.456140350877193
Costa Rica,04-14-2020,618.0,3.0,0.48543689320388345
Ghana,04-14-2020,636.0,8.0,1.257861635220126
Cote d'Ivoire,04-14-2020,638.0,6.0,0.9404388714733543
Lebanon,04-14-2020,641.0,21.0,3.2761310452418098
Latvia,04-14-2020,657.0,5.0,0.76103500761035
Andorra,04-14-2020,659.0,31.0,4.704097116843703
Cyprus,04-14-2020,695.0,12.0,1.7266187050359711
Uruguay,04-14-2020,483.0,8.0,1.6563146997929608
Diamond Princess,04-14-2020,712.0,12.0,1.6853932584269662
Guinea,04-14-2020,363.0,0.0,0.0
Bolivia,04-14-2020,354.0,28.0,7.909604519774012
Monaco,04-14-2020,93.0,1.0,1.0752688172043012
Madagascar,04-14-2020,108.0,0.0,0.0
Trinidad and Tobago,04-14-2020,113.0,8.0,7.079646017699115
Cambodia,04-14-2020,122.0,0.0,0.0
Rwanda,04-14-2020,134.0,0.0,0.0
Brunei,04-14-2020,136.0,1.0,0.7352941176470588
Mali,04-14-2020,144.0,13.0,9.027777777777777
El Salvador,04-14-2020,149.0,6.0,4.026845637583892
Paraguay,04-14-2020,159.0,7.0,4.40251572327044
Djibouti,04-14-2020,363.0,2.0,0.5509641873278237
Guatemala,04-14-2020,167.0,5.0,2.9940119760479043
Kenya,04-14-2020,216.0,9.0,4.166666666666666
Sri Lanka,04-14-2020,233.0,7.0,3.004291845493562
Congo (Kinshasa),04-14-2020,241.0,20.0,8.29875518672199
Vietnam,04-14-2020,266.0,0.0,0.0
Montenegro,04-14-2020,283.0,4.0,1.4134275618374559
Senegal,04-14-2020,299.0,2.0,0.6688963210702341
Georgia,04-14-2020,300.0,3.0,1.0
West Bank and Gaza,04-14-2020,308.0,2.0,0.6493506493506493
Mauritius,04-14-2020,324.0,9.0,2.7777777777777777
Venezuela,04-14-2020,189.0,9.0,4.761904761904762
Bulgaria,04-14-2020,713.0,35.0,4.908835904628331
Tunisia,04-14-2020,747.0,34.0,4.551539491298527
Sweden,04-14-2020,11445.0,1033.0,9.025775447793796
Brazil,04-14-2020,25262.0,1532.0,6.064444620378434
Russia,04-14-2020,21102.0,170.0,0.8056108425741636
Portugal,04-14-2020,17448.0,567.0,3.249656121045392
Austria,04-14-2020,14226.0,384.0,2.699283002952341
Israel,04-14-2020,12046.0,123.0,1.0210858376224474
India,04-14-2020,11487.0,393.0,3.421258814311831
Slovenia,04-14-2020,1220.0,56.0,4.590163934426229
Kazakhstan,04-14-2020,1232.0,14.0,1.1363636363636365
Kuwait,04-14-2020,1355.0,3.0,0.22140221402214022
New Zealand,04-14-2020,1366.0,9.0,0.6588579795021963
Norway,04-14-2020,6623.0,139.0,2.0987467914842215
Denmark,04-14-2020,6706.0,299.0,4.458693707127946
Romania,04-14-2020,6879.0,351.0,5.102485826428261
Poland,04-14-2020,7202.0,263.0,3.6517633990558176
Ecuador,04-14-2020,7603.0,369.0,4.853347362883072
Japan,04-14-2020,7645.0,143.0,1.870503597122302
Chile,04-14-2020,7917.0,92.0,1.1620563344701276
Ireland,04-14-2020,11479.0,406.0,3.5368934576182594
Peru,04-14-2020,10303.0,230.0,2.2323595069397264
Switzerland,04-14-2020,25936.0,1174.0,4.52652683528686
Canada,04-14-2020,27035.0,900.0,3.329017939707786
Netherlands,04-14-2020,27580.0,2955.0,10.714285714285714
Belgium,04-14-2020,31119.0,4157.0,13.358398406118448
Cuba,04-14-2020,766.0,21.0,2.741514360313316
Oman,04-14-2020,813.0,4.0,0.4920049200492005
Slovakia,04-14-2020,835.0,2.0,0.23952095808383234
Cameroon,04-14-2020,848.0,14.0,1.650943396226415
North Macedonia,04-14-2020,908.0,44.0,4.845814977973569
Bangladesh,04-14-2020,1012.0,46.0,4.545454545454546
Armenia,04-14-2020,1067.0,16.0,1.499531396438613
Lithuania,04-14-2020,1070.0,29.0,2.710280373831776
Bosnia and Herzegovina,04-14-2020,1083.0,40.0,3.6934441366574333
Afghanistan,04-14-2020,714.0,23.0,3.221288515406162
Uzbekistan,04-14-2020,1165.0,4.0,0.34334763948497854
US,04-14-2020,607670.0,25831.0,4.250826929089802
Spain,04-14-2020,172541.0,18056.0,10.464759100735478
Italy,04-14-2020,162488.0,21067.0,12.965265127270936
France,04-14-2020,131361.0,15748.0,11.988337482205527
Germany,04-14-2020,131359.0,3294.0,2.507631757245411
United Kingdom,04-14-2020,94845.0,12129.0,12.788233433496757
China,04-14-2020,83306.0,3345.0,4.015317023983867
Iran,04-14-2020,74877.0,4683.0,6.2542569814495765
Turkey,04-14-2020,65111.0,1403.0,2.154781834098693
Azerbaijan,04-14-2020,1197.0,13.0,1.086048454469507
Ethiopia,04-14-2020,82.0,3.0,3.6585365853658534
Jamaica,04-14-2020,73.0,4.0,5.47945205479452
Togo,04-14-2020,77.0,3.0,3.896103896103896
Algeria,04-14-2020,2070.0,326.0,15.7487922705314
Moldova,04-14-2020,1934.0,40.0,2.0682523267838677
Morocco,04-14-2020,1888.0,126.0,6.673728813559323
Iceland,04-14-2020,1720.0,8.0,0.46511627906976744
Croatia,04-14-2020,1704.0,31.0,1.8192488262910798
Bahrain,04-14-2020,1528.0,7.0,0.45811518324607325
Hungary,04-14-2020,1512.0,122.0,8.068783068783068
Iraq,04-14-2020,1400.0,78.0,5.571428571428571
Estonia,04-14-2020,1373.0,31.0,2.2578295702840494
Yemen,04-14-2020,1.0,0.0,0.0
Papua New Guinea,04-14-2020,2.0,0.0,0.0
Sao Tome and Principe,04-14-2020,4.0,0.0,0.0
South Sudan,04-14-2020,4.0,0.0,0.0
Bhutan,04-14-2020,5.0,0.0,0.0
Burundi,04-14-2020,5.0,1.0,20.0
Timor-Leste,04-14-2020,6.0,0.0,0.0
Western Sahara,04-14-2020,6.0,0.0,0.0
Mauritania,04-14-2020,7.0,1.0,14.285714285714285
Holy See,04-14-2020,8.0,0.0,0.0
Greece,04-14-2020,2170.0,101.0,4.654377880184332
Argentina,04-14-2020,2277.0,102.0,4.479578392621871
Liechtenstein,04-14-2020,79.0,1.0,1.2658227848101267
South Africa,04-14-2020,2415.0,27.0,1.1180124223602486
Australia,04-14-2020,6415.0,62.0,0.9664848012470771
Czechia,04-14-2020,6111.0,161.0,2.6345933562428407
Pakistan,04-14-2020,5837.0,96.0,1.6446804865513105
Saudi Arabia,04-14-2020,5369.0,73.0,1.3596572918606817
Philippines,04-14-2020,5223.0,335.0,6.413938349607505
Mexico,04-14-2020,5014.0,332.0,6.6214599122457125
Malaysia,04-14-2020,4987.0,82.0,1.6442751152997794
United Arab Emirates,04-14-2020,4933.0,28.0,0.5676059193188728
Indonesia,04-14-2020,4839.0,459.0,9.485430874147552
MS Zaandam,04-14-2020,9.0,2.0,22.22222222222222
Serbia,04-14-2020,4465.0,94.0,2.1052631578947367
Qatar,04-14-2020,3428.0,7.0,0.20420070011668612
Ukraine,04-14-2020,3372.0,98.0,2.906287069988138
Luxembourg,04-14-2020,3307.0,67.0,2.0260054429996974
Dominican Republic,04-14-2020,3286.0,183.0,5.569080949482654
Belarus,04-14-2020,3281.0,33.0,1.005790917403231
Singapore,04-14-2020,3252.0,10.0,0.3075030750307503
Finland,04-14-2020,3161.0,64.0,2.024675735526732
Colombia,04-14-2020,2979.0,127.0,4.263175562269217
Thailand,04-14-2020,2613.0,41.0,1.5690776884806734
Panama,04-14-2020,3472.0,94.0,2.707373271889401
Gambia,04-14-2020,9.0,1.0,11.11111111111111
Egypt,04-14-2020,2350.0,178.0,7.574468085106383
Suriname,04-14-2020,10.0,1.0,10.0
Syria,04-14-2020,29.0,2.0,6.896551724137931
Mongolia,04-14-2020,30.0,0.0,0.0
Sudan,04-14-2020,32.0,5.0,15.625
Eritrea,04-14-2020,34.0,0.0,0.0
Libya,04-14-2020,35.0,1.0,2.857142857142857
Benin,04-14-2020,35.0,1.0,2.857142857142857
Guinea-Bissau,04-14-2020,38.0,0.0,0.0
Haiti,04-14-2020,40.0,3.0,7.5
Equatorial Guinea,04-14-2020,41.0,0.0,0.0
Mozambique,04-14-2020,28.0,0.0,0.0
Guyana,04-14-2020,47.0,6.0,12.76595744680851
Tanzania,04-14-2020,53.0,3.0,5.660377358490567
Uganda,04-14-2020,55.0,0.0,0.0
Gabon,04-14-2020,57.0,1.0,1.7543859649122806
Liberia,04-14-2020,59.0,6.0,10.16949152542373
Somalia,04-14-2020,60.0,2.0,3.3333333333333335
Congo (Brazzaville),04-14-2020,60.0,5.0,8.333333333333332
Burma,04-14-2020,63.0,4.0,6.349206349206349
Barbados,04-14-2020,72.0,4.0,5.555555555555555
Nicaragua,04-14-2020,9.0,1.0,11.11111111111111
Bahamas,04-14-2020,49.0,8.0,16.3265306122449
Chad,04-14-2020,23.0,0.0,0.0
Zambia,04-14-2020,45.0,2.0,4.444444444444445
Maldives,04-14-2020,20.0,0.0,0.0
Sierra Leone,04-14-2020,11.0,0.0,0.0
Antigua and Barbuda,04-14-2020,23.0,2.0,8.695652173913043
Seychelles,04-14-2020,11.0,0.0,0.0
Cabo Verde,04-14-2020,11.0,1.0,9.090909090909092
Central African Republic,04-14-2020,11.0,0.0,0.0
Saint Vincent and the Grenadines,04-14-2020,12.0,0.0,0.0
Botswana,04-14-2020,13.0,1.0,7.6923076923076925
Saint Kitts and Nevis,04-14-2020,14.0,0.0,0.0
Eswatini,04-14-2020,15.0,0.0,0.0
Saint Lucia,04-14-2020,15.0,0.0,0.0
Grenada,04-14-2020,14.0,0.0,0.0
Dominica,04-14-2020,16.0,0.0,0.0
Nepal,04-14-2020,16.0,0.0,0.0
Namibia,04-14-2020,16.0,0.0,0.0
Fiji,04-14-2020,16.0,0.0,0.0
Malawi,04-14-2020,16.0,2.0,12.5
Zimbabwe,04-14-2020,17.0,3.0,17.647058823529413
Belize,04-14-2020,18.0,2.0,11.11111111111111
Laos,04-14-2020,19.0,0.0,0.0
Angola,04-14-2020,19.0,2.0,10.526315789473683
Fiji,04-15-2020,16.0,0.0,0.0
Chad,04-15-2020,23.0,0.0,0.0
Antigua and Barbuda,04-15-2020,23.0,2.0,8.695652173913043
Zimbabwe,04-15-2020,23.0,3.0,13.043478260869565
Maldives,04-15-2020,22.0,0.0,0.0
Belize,04-15-2020,18.0,2.0,11.11111111111111
Laos,04-15-2020,19.0,0.0,0.0
Malawi,04-15-2020,16.0,2.0,12.5
Mozambique,04-15-2020,29.0,0.0,0.0
Angola,04-15-2020,19.0,2.0,10.526315789473683
Mongolia,04-15-2020,30.0,0.0,0.0
Bahamas,04-15-2020,49.0,8.0,16.3265306122449
Syria,04-15-2020,33.0,2.0,6.0606060606060606
Benin,04-15-2020,35.0,1.0,2.857142857142857
Eritrea,04-15-2020,35.0,0.0,0.0
Haiti,04-15-2020,41.0,3.0,7.317073170731707
Guinea-Bissau,04-15-2020,43.0,0.0,0.0
Zambia,04-15-2020,48.0,2.0,4.166666666666666
Libya,04-15-2020,48.0,1.0,2.083333333333333
Equatorial Guinea,04-15-2020,51.0,0.0,0.0
Uganda,04-15-2020,55.0,0.0,0.0
Namibia,04-15-2020,16.0,0.0,0.0
Sudan,04-15-2020,32.0,5.0,15.625
Nepal,04-15-2020,16.0,0.0,0.0
South Sudan,04-15-2020,4.0,0.0,0.0
Saint Lucia,04-15-2020,15.0,0.0,0.0
Cabo Verde,04-15-2020,56.0,1.0,1.7857142857142856
Yemen,04-15-2020,1.0,0.0,0.0
Papua New Guinea,04-15-2020,2.0,0.0,0.0
Sao Tome and Principe,04-15-2020,4.0,0.0,0.0
Bhutan,04-15-2020,5.0,0.0,0.0
Burundi,04-15-2020,5.0,1.0,20.0
Western Sahara,04-15-2020,6.0,0.0,0.0
Mauritania,04-15-2020,7.0,1.0,14.285714285714285
Holy See,04-15-2020,8.0,0.0,0.0
Timor-Leste,04-15-2020,8.0,0.0,0.0
Dominica,04-15-2020,16.0,0.0,0.0
Nicaragua,04-15-2020,9.0,1.0,11.11111111111111
Gambia,04-15-2020,9.0,1.0,11.11111111111111
Suriname,04-15-2020,10.0,1.0,10.0
Seychelles,04-15-2020,11.0,0.0,0.0
Saint Vincent and the Grenadines,04-15-2020,12.0,0.0,0.0
Central African Republic,04-15-2020,12.0,0.0,0.0
Sierra Leone,04-15-2020,13.0,0.0,0.0
Botswana,04-15-2020,13.0,1.0,7.6923076923076925
Saint Kitts and Nevis,04-15-2020,14.0,0.0,0.0
Grenada,04-15-2020,14.0,0.0,0.0
Eswatini,04-15-2020,15.0,0.0,0.0
MS Zaandam,04-15-2020,9.0,2.0,22.22222222222222
US,04-15-2020,636350.0,28325.0,4.451166810717373
Kosovo,04-15-2020,387.0,8.0,2.0671834625323
Barbados,04-15-2020,73.0,5.0,6.8493150684931505
Mexico,04-15-2020,5399.0,406.0,7.519911094647156
United Arab Emirates,04-15-2020,5365.0,33.0,0.6150978564771669
Indonesia,04-15-2020,5136.0,469.0,9.131619937694705
Malaysia,04-15-2020,5072.0,83.0,1.6364353312302837
Serbia,04-15-2020,4873.0,99.0,2.0316027088036117
Ukraine,04-15-2020,3764.0,108.0,2.869287991498406
Belarus,04-15-2020,3728.0,36.0,0.9656652360515022
Qatar,04-15-2020,3711.0,7.0,0.18862840204796552
Singapore,04-15-2020,3699.0,10.0,0.2703433360367667
Dominican Republic,04-15-2020,3614.0,189.0,5.229662423907029
Panama,04-15-2020,3574.0,95.0,2.6580861779518745
Luxembourg,04-15-2020,3373.0,69.0,2.045656685443226
Finland,04-15-2020,3237.0,72.0,2.2242817423540315
Colombia,04-15-2020,3105.0,131.0,4.219001610305958
Thailand,04-15-2020,2643.0,43.0,1.6269390843738174
South Africa,04-15-2020,2506.0,34.0,1.3567438148443736
Egypt,04-15-2020,2505.0,183.0,7.3053892215568865
Argentina,04-15-2020,2443.0,111.0,4.543593941874744
Greece,04-15-2020,2192.0,102.0,4.653284671532846
Algeria,04-15-2020,2160.0,336.0,15.555555555555555
Moldova,04-15-2020,2049.0,46.0,2.2449975597852614
Morocco,04-15-2020,2024.0,127.0,6.274703557312253
Croatia,04-15-2020,1741.0,33.0,1.8954623779437105
Iceland,04-15-2020,1727.0,8.0,0.4632310364794441
Bahrain,04-15-2020,1671.0,7.0,0.41891083183722316
Hungary,04-15-2020,1579.0,134.0,8.486383787207092
Iraq,04-15-2020,1415.0,79.0,5.58303886925795
Kuwait,04-15-2020,1405.0,3.0,0.21352313167259787
Estonia,04-15-2020,1400.0,35.0,2.5
Philippines,04-15-2020,5453.0,349.0,6.400146708234001
Saudi Arabia,04-15-2020,5862.0,79.0,1.3476629136813374
Czechia,04-15-2020,6216.0,166.0,2.6705276705276706
Pakistan,04-15-2020,6383.0,111.0,1.7389942033526555
Spain,04-15-2020,177644.0,18708.0,10.5311747089685
Italy,04-15-2020,165155.0,21645.0,13.105870243104961
Germany,04-15-2020,134753.0,3804.0,2.8229427174163098
France,04-15-2020,134582.0,17188.0,12.771395877606217
United Kingdom,04-15-2020,99483.0,12894.0,12.961008413497785
China,04-15-2020,83356.0,3346.0,4.014108162579778
Iran,04-15-2020,76389.0,4777.0,6.253518176700834
Turkey,04-15-2020,69392.0,1518.0,2.1875720544154946
Belgium,04-15-2020,33573.0,4440.0,13.224912876418552
Brazil,04-15-2020,28320.0,1736.0,6.129943502824859
Netherlands,04-15-2020,28316.0,3145.0,11.106794745020483
Canada,04-15-2020,28209.0,1007.0,3.569782693466624
Switzerland,04-15-2020,26336.0,1239.0,4.70458687727825
Russia,04-15-2020,24490.0,198.0,0.8084932625561453
New Zealand,04-15-2020,1386.0,9.0,0.6493506493506493
Portugal,04-15-2020,18091.0,599.0,3.311038637996794
Ireland,04-15-2020,12547.0,444.0,3.538694508647485
Israel,04-15-2020,12501.0,130.0,1.0399168066554676
India,04-15-2020,12322.0,405.0,3.28680409024509
Sweden,04-15-2020,11927.0,1203.0,10.086358681982057
Peru,04-15-2020,11475.0,254.0,2.213507625272331
"Korea, South",04-15-2020,10591.0,225.0,2.12444528373147
Chile,04-15-2020,8273.0,94.0,1.1362262782545631
Japan,04-15-2020,8100.0,146.0,1.8024691358024691
Ecuador,04-15-2020,7858.0,388.0,4.937643166200051
Poland,04-15-2020,7582.0,286.0,3.772091796359799
Romania,04-15-2020,7216.0,372.0,5.155210643015521
Denmark,04-15-2020,6876.0,309.0,4.493891797556719
Norway,04-15-2020,6740.0,150.0,2.225519287833828
Australia,04-15-2020,6440.0,63.0,0.9782608695652175
Austria,04-15-2020,14336.0,393.0,2.7413504464285716
Uzbekistan,04-15-2020,1302.0,4.0,0.30721966205837176
Kazakhstan,04-15-2020,1295.0,16.0,1.2355212355212355
Azerbaijan,04-15-2020,1253.0,13.0,1.0375099760574622
West Bank and Gaza,04-15-2020,374.0,2.0,0.53475935828877
San Marino,04-15-2020,372.0,36.0,9.67741935483871
Mauritius,04-15-2020,324.0,9.0,2.7777777777777777
Senegal,04-15-2020,314.0,2.0,0.6369426751592357
Georgia,04-15-2020,306.0,3.0,0.9803921568627451
Montenegro,04-15-2020,288.0,4.0,1.3888888888888888
Vietnam,04-15-2020,267.0,0.0,0.0
Congo (Kinshasa),04-15-2020,254.0,21.0,8.267716535433072
Sri Lanka,04-15-2020,238.0,7.0,2.941176470588235
Kenya,04-15-2020,225.0,10.0,4.444444444444445
Venezuela,04-15-2020,197.0,9.0,4.568527918781726
Guatemala,04-15-2020,180.0,5.0,2.7777777777777777
Paraguay,04-15-2020,161.0,8.0,4.968944099378882
El Salvador,04-15-2020,159.0,6.0,3.7735849056603774
Taiwan*,04-15-2020,395.0,6.0,1.5189873417721518
Mali,04-15-2020,148.0,13.0,8.783783783783784
Brunei,04-15-2020,136.0,1.0,0.7352941176470588
Jamaica,04-15-2020,125.0,5.0,4.0
Cambodia,04-15-2020,122.0,0.0,0.0
Congo (Brazzaville),04-15-2020,117.0,5.0,4.273504273504273
Trinidad and Tobago,04-15-2020,114.0,8.0,7.017543859649122
Madagascar,04-15-2020,110.0,0.0,0.0
Monaco,04-15-2020,93.0,3.0,3.225806451612903
Tanzania,04-15-2020,88.0,4.0,4.545454545454546
Ethiopia,04-15-2020,85.0,3.0,3.5294117647058822
Togo,04-15-2020,81.0,3.0,3.7037037037037033
Somalia,04-15-2020,80.0,5.0,6.25
Gabon,04-15-2020,80.0,1.0,1.25
Liechtenstein,04-15-2020,79.0,1.0,1.2658227848101267
Burma,04-15-2020,74.0,4.0,5.405405405405405
Rwanda,04-15-2020,136.0,0.0,0.0
Liberia,04-15-2020,59.0,6.0,10.16949152542373
Bolivia,04-15-2020,397.0,28.0,7.052896725440807
Jordan,04-15-2020,401.0,7.0,1.7456359102244388
Slovenia,04-15-2020,1248.0,61.0,4.887820512820513
Bangladesh,04-15-2020,1231.0,50.0,4.061738424045491
Armenia,04-15-2020,1111.0,17.0,1.5301530153015301
Bosnia and Herzegovina,04-15-2020,1110.0,41.0,3.6936936936936933
Lithuania,04-15-2020,1091.0,30.0,2.749770852428964
North Macedonia,04-15-2020,974.0,45.0,4.620123203285421
Oman,04-15-2020,910.0,4.0,0.43956043956043955
Slovakia,04-15-2020,863.0,6.0,0.6952491309385863
Cameroon,04-15-2020,848.0,17.0,2.0047169811320753
Cuba,04-15-2020,814.0,24.0,2.9484029484029484
Afghanistan,04-15-2020,784.0,25.0,3.188775510204082
Tunisia,04-15-2020,780.0,35.0,4.487179487179487
Bulgaria,04-15-2020,747.0,36.0,4.819277108433735
Cyprus,04-15-2020,715.0,12.0,1.6783216783216783
Malta,04-15-2020,399.0,3.0,0.7518796992481203
Diamond Princess,04-15-2020,712.0,12.0,1.6853932584269662
Latvia,04-15-2020,666.0,5.0,0.7507507507507507
Lebanon,04-15-2020,658.0,21.0,3.1914893617021276
Cote d'Ivoire,04-15-2020,638.0,6.0,0.9404388714733543
Ghana,04-15-2020,636.0,8.0,1.257861635220126
Costa Rica,04-15-2020,626.0,4.0,0.6389776357827476
Niger,04-15-2020,584.0,14.0,2.3972602739726026
Burkina Faso,04-15-2020,542.0,32.0,5.904059040590406
Albania,04-15-2020,494.0,25.0,5.060728744939271
Uruguay,04-15-2020,492.0,8.0,1.6260162601626018
Kyrgyzstan,04-15-2020,449.0,5.0,1.1135857461024499
Djibouti,04-15-2020,435.0,2.0,0.45977011494252873
Honduras,04-15-2020,419.0,31.0,7.398568019093078
Nigeria,04-15-2020,407.0,12.0,2.9484029484029484
Guinea,04-15-2020,404.0,1.0,0.24752475247524752
Andorra,04-15-2020,673.0,33.0,4.903417533432393
Guyana,04-15-2020,55.0,6.0,10.909090909090908
